id,url,Property description
13,https://www.rightmove.co.uk/properties/120248150#/?channel=RES_BUY,"Being offered to the market is this four double bedroom Victorian house, benefiting from a generously sized private rear garden.This fantastic home offers great scope for both cosmetic and structural enhancement (STPP). Comprising of four double bedrooms one of which hosts an en suite shower room, a fully fitted kitchen, bright and airy reception room and an additional family bathroom as well as a cellar.To the rear of the property is a low maintenance private garden.The great location allows for easy to access to all of the amenities of both Abbeville Village and Brixton Hill, including bars restaurants and shops. Transport is provided by way of a good network of local bus routes."
15,https://www.rightmove.co.uk/properties/95512309#/?channel=RES_BUY,"The Carlingford is a large 3 storey, 5 bedroom detached home with integral garage, kitchen/family/dining area, utility, cloakroom, study, first floor living room with balcony, bathroom and en-suites to three bedrooms. Room DimensionsGround FloorKitchen/Family/Dining Area - 6653 x 5895mm 21'10"" x 19'4""Study - 3994 x 2468mm 13'1"" x 8'1""First FloorLiving Room - 5895 x 3797mm 19'4"" x 12'5""Bedroom 1 - 3872 x 3148mm 12'8"" x 10'4""Bedroom 4 - 3616 x 3222mm 11'10"" x 10'7""Bedroom 5 - 3872 x 2650mm 12'8"" x 8'8""Second FloorBedroom 2 - 4650 x 3177mm 15'3"" x 10'5""Bedroom 3 - 3635 x 2975mm 11'11"" x 9'9"""
16,https://www.rightmove.co.uk/properties/119266991#/?channel=RES_BUY,"The PropertyNewly presented to the market, we have this magnificent family home which has been in the same ownership for the past 52 years.  Full of period features and both elegantly and effortlessly charming, this voluminous 3 storey house (with cellar) is now ready for a family to come in and write the next chapter in its history.  It has 2 reception rooms, 2 bathrooms and 4 bedrooms * as well as a roof terrace and a private garden. It could be moved into or expanded/developed/refurbished, subject to all the usual permissions.  A lovely home or a great opportunity - or an investment to the right buyer.But the best bit is the area - what a place to live!  Clapham High Street, Clapham Old Town in one direction and in the other direction you have Stockwell and Brixton with their own unique feel!! The location is great as it is close enough to Central London for commuting/entertainment etc and is situated in close proximity to a recently established 24/7hr gym.  The property benefits from very good transport links, being just a short walk from several stations including; Stockwell Underground Station (Victoria Line & Northern Line) and Clapham North Underground Station (Northern Line) as well as being  covered by several bus services.  Head towards the Wandsworth Road and you have a flagship Sainsbury’s, local restaurants and shops, and primary school are within a short walk as well as Central London/London Eye etc. This means it is suitable not just for those wanting to live in a great area, but also those needing to commute. There is plenty of green space, with Larkhall Park a stone's throw away, and Clapham Common nearby.In summary, a really good place to live and/or invest.( *Please note that bedroom 4 has been used many years ago as a kitchen but is being recognised as a bedroom on our floorplan)Disclaimer for virtual viewingsSome or all information pertaining to this property may have been provided solely by the vendor, and although we always make every effort to verify the information provided to us, we strongly advise you to make further enquiries before continuing.If you book a viewing or make an offer on a property that has had its valuation conducted virtually, you are doing so under the knowledge that this information may have been provided solely by the vendor, and that we may not have been able to access the premises to confirm the information or test any equipment. We therefore strongly advise you to make further enquiries before completing your purchase of the property to ensure you are happy with all the information provided."
17,https://www.rightmove.co.uk/properties/122256533#/?channel=RES_BUY,"A beautiful three-bedroom house, located in a quiet friendly close with communal green sunny space out front. Set in the heart of Highbury and Islington and a five minutes walk to Canonbury overground station and a short walk to the vibrant Upper Street, Stoke Newington including Highbury Fields and Clissold Park. Close to amenities, tube station, buses, the New Riverwalk and great local family pubs. Well kept and exceptionally clean family home, ready to move in. Good primary, and secondary schools and gyms close by to suit all needs."
18,https://www.rightmove.co.uk/properties/120248108#/?channel=RES_BUY,"A multi-unit investment home being sold to a buy to let investor looking for a good rental yield return. The house is being sold in excellent condition.Green Lane is situated south of Stretham Common with access to numerous bus routes to the City and Norbury Station. Residents have easy access to a number of local amenities and direct access to Biggin Wood through the rear garden, and with close proximity to the Rookery."
19,https://www.rightmove.co.uk/properties/122346275#/?channel=RES_BUY,"A well-presented, five bedroom period house, benefitting from two interconnecting reception rooms and kitchen-diner leading to a south-facing garden. Further features include bespoke shutters, wooden floors and two bathrooms. Located a stone’s throw from Fairland Park and 0.3 miles from Hornsey Station it would make an ideal family home.The Owner's Love''The south-facing garden which we enjoy all year round''''The convenience of living on a street with 4 electric car charging stations, and a playground that is the social hub of the neighbourhood for families''''The great transport links: Turnpike Lane, Hornsey and Harringay Green Lanes stations are all within walking distance''We've NoticedThere is potential to extend the kitchen-diner STPP.There are an array of local amenities, shopping facilities and restaurants all within walking distance."
20,https://www.rightmove.co.uk/properties/113792945#/?channel=RES_BUY,"  A truly unique contemporary townhouse located in this gated mews just off Tadema Road, SW10.Comprising a wonderful open plan kitchen/reception room with wood flooring, modern integrated kitchen and double doors onto the front garden. The first floor offers a large double bedroom with double doors onto a balcony, separate bathroom and utility room. The second floor is the fabulous master suite with en-suite bathroom, walk in wardrobe and vaulted ceiling. The property has recently been redecorated and is presented beautifully complete with additional storage and off street gated parking. Tadema Road is located moments from the excitement of the world famous Kings Road with its boutiques, bars and restaurants, however with the riverside location and local parks, it retains a village like charm. Transport links are found nearby at Fulham Broadway (District Line) and Imperial Wharf (Overground - just 1 stop to Clapham Junction) as well as superb bus links.The area is set to benefit from the local regeneration and most specifically the superb Chelsea Waterfront Development which will bring a signature waterside restaurant, cafes, fashion outlets and antiques shops as well further retail units to cater for all needs and demands.Tenure - Freehold. "
21,https://www.rightmove.co.uk/properties/120623006#/?channel=RES_BUY,"Assure Move is delighted to present this beautiful four-bedroom semi-detached home on Bourne Hill, N13.This property consists of a spacious and modern ground floor, comprising one large dining area and a separate reception room with beautiful high ceilings and period features. The ground floor also benefits from its own large multifunctional kitchen space and a separate guest WC. Upstairs boasts four good-sized bedrooms and a large family bathroom. Moving outside, this property benefits from a huge amount of potential with plenty of space to the side, rear, and loft subject to planning consent. This property also has its own driveway with space for at least three cars and a beautiful private garden.This property is being sold chain-free.EPC Rating: D"
23,https://www.rightmove.co.uk/properties/72002409#/?channel=RES_BUY,"CHAIN FREE. This substantial six bedroom period property is an ideal project for a professional family wanting to be in this enviable location between East Dulwich and Peckham Rye. In need of modernisation throughout and retaining some of its original charm and character - this rare opportunity to put your own stamp on a 2030 sq ft mid-terrace house on this residential street with access to excellent local schools parks and the amenities of both Lordship Lane and Bellenden Road. Access into The City, West End and East London is excellent from Peckham Rye station (0.5 miles) and East Dulwich station (0.7 miles) as well as strong bus connections through the neighbouring Camberwell, Brixton and New Cross. The bars, restaurants and independent shops nearby makes this one of the most desirable locations in the SE postcodes. Video tour and physical viewings available EPC:  D  | Council Tax Band  - E | Freehold"
24,https://www.rightmove.co.uk/properties/122471420#/?channel=RES_BUY,"Element Properties & Co are proud to present this immaculate four bedroom detached house, set within a modern, private development in the Bounds Green / Bowes Park area.Boasting over c159 SQM (c1709 SQFT) of lateral space; this exceptional architecturally designed property is comprised of four double bedrooms, a large open plan kitchen/living room, three bathrooms (one en-suite), and landscaped front and rear gardens, all in addition to a media room. The property has a fantastic energy rating of B (assisted by the discrete solar panels on the roof).Exquisitely designed from top to bottom, this home offers a chic interior and finish throughout. Located in a secluded private estate with off-street parking, gates on each side of the development (allowing a cut through to Bounds Green), the property presents a unique experience given the wonderful bio-diverse woodland in which it resides and its detached nature both symbolically and physically from the busy London lifestyle.The key benefits London has to offer can all be found on this home’s doorstep whilst maintaining green surroundings. Bounds Green Station is situated only 0.3 miles away (Piccadilly Line) - offering links around North and Central London. Passing stops include Finsbury Park, Holborn, Kings Cross and Leicester Square alongside a variety of others. As a note, Finsbury Park Station is only a 15 minute train journey on the Underground. Moreover, Bowes Park (0.2 miles) and Alexandra Palace (0.4 miles) stations offer direct links to Highbury & Islington and Moorgate - in 15 and 25 minutes respectively.   The property is positioned around the corner from the community centred Myddelton Road, boasting a variety of shops and cafes. The vibrant offerings of Muswell Hill and Green Lanes can both be found only a short walk away and the colourful markets and parks of Alexandra Palace offer a great escape from bustling city life. Thereafter, Alexandra Park and Myddleton Road both provide Sunday markets offering a huge spread from local produce, groceries all the way to vintage gear! Both spaces are a must see for anyone looking to move in the area as the community spirit cannot be better reflected than taking a stroll through these colourful markets. Viewings are highly recommended to ascertain the uniqueness of this property.The property is offered with a Freehold title."
25,https://www.rightmove.co.uk/properties/90504970#/?channel=RES_BUY,"*GUIDE PRICE £450,000 - £475,000*CHOICES are proud to present this three bedroom end of terraced home located on the popular Haslemere Avenue.This family home is conveniently located within easy access of Colliers Wood and Mitcham, including underground services from Colliers Wood and train station at Mitcham Eastfields. Tramlink services run from nearby Phipps Bridge, on the edge of Morden Hall Park, and connect Croydon, Beckenham and Wimbledon town centres. There are a variety of local shops and amenities nearby, with Mitcham and Colliers Wood providing a larger selection as well as restaurants and bars. Ideal as either a first time, family or investment purchase this home is not one to be missed out on so please call CHOICES to view today! EPC Rating D.*End of terraced house*Three bedrooms*17'7 Dual aspect reception room*Downstairs cloakroom & upstairs family bathroom*Driveway for 1/2 cars*Located close to many transport links*Close to great schools*Buyers Commission May Be Required*Draft details awaiting vendor approval"
26,https://www.rightmove.co.uk/properties/121820534#/?channel=RES_BUY,"A four bedroom, three bathroom, Victorian house across four floors totalling over 1,400 sq ft. The raised ground floor offers a double reception room with high ceilings, wooden flooring, dual fireplaces, sash bay window and ornate cornicing. A bathroom sits at the rear of this floor. The lower ground floor boasts a sitting/dining area, which could double as a fourth bedroom, with log burner, exposed brickwork, and another bay window. The rear of this floor is home to the kitchen space, which leads onto a south facing rear garden. The upper floors house three double bedrooms and two bathrooms. The property is for sale chain free.SituationRickthorne Road is a cul-de-sac located off Landseer Road, nearest tube station being Archway (Northern line) and close to Upper Holloway overground station, excellent local bus services, shops, Whittington Park and just around the corner to Landseer Gardens park. Islington Upper Street & Highbury Corner are served by bus services from Holloway Road in one direction and Highgate in the other."
27,https://www.rightmove.co.uk/properties/118644713#/?channel=RES_BUY,"A bright and well presented 5 bedroom 3 bathroom town house arranged over 3 floors forming part of this exclusive gated development.Positioned just off The Vale with access to both Golders Green & Cricklewood with a multitude of shops, cafes, restaurants & transport links.Externally off street parking and both a rear garden & Juliette balcony complete this must see property.Call our Sales Team to arrange your viewing   (Option 1)"
28,https://www.rightmove.co.uk/properties/122232392#/?channel=RES_BUY,"A well presented three bedroom Edwardian house with private south-west facing landscaped garden in this sough after residential area close to the River Thames and Chiswick House Grounds. Comprising three double bedrooms, large loft space with scope to extend into, a white bathroom suite, 23' through reception room, 17' kitchen/breakfast room, utility/cloakroom, cellar, and a fantastic private 46'x16' south-west facing landscaped garden with rear access. Ideally situated within close proximity of Chiswick mainline station, local bus routes, and the A4/M4 into and out of town."
